rating,userId,movieId,prediction
3,0,708,4.0
4,0,574,3.419910988216876
5,0,0,3.0
5,0,2162,2.7944272253473765
5,0,581,0.0
3,0,2483,0.0
4,0,2102,0.0
4,0,740,0.0
4,0,1439,0.0
4,0,1727,0.0
3,1,2426,4.0
3,1,1623,0.0
3,1,1273,0.0
3,1,1428,0.0
3,1,2296,0.0
3,1,1286,0.0
3,1,737,0.0
3,1,2674,0.0
2,1,2891,0.0
4,1,358,0.0
5,2,1167,5.0
3,2,1178,4.343717327362961
5,2,2162,3.7215300512890437
2,2,1504,3.1397022113544613
2,2,1173,3.0
5,2,1007,2.0
2,2,3379,0.0
5,2,3318,0.0
4,2,101,0.0
3,2,3622,0.0
4,3,971,4.3285864338684705
5,3,1148,4.266893728699265
5,3,1774,4.0
4,3,3460,0.0
4,3,2743,0.0
4,4,1449,3.780933831644296
3,4,1406,2.4673536260747393
2,4,1516,1.0
4,4,501,0.0
4,4,1569,0.0
2,4,398,0.0
2,4,5,0.0
1,4,2807,0.0
3,4,1506,0.0
1,4,3025,0.0
4,5,859,4.495901908965822
5,5,3177,3.0
4,5,3384,3.0
5,5,3510,2.1207746799430254
4,5,3341,2.0
5,5,583,2.0
4,5,3475,1.0
4,5,259,0.0
5,5,2859,0.0
3,5,3275,0.0
4,6,1575,4.0
3,6,2891,4.0
5,6,370,3.9530707304506563
5,6,339,3.490535820122832
5,6,3032,3.4468537726774167
5,6,2160,3.0
4,6,1445,3.0
4,7,0,4.639726449541277
4,7,3035,0.0
4,7,1658,0.0
4,7,259,0.0
4,7,223,0.0
4,7,1560,0.0
4,7,3295,0.0
3,7,1843,0.0
2,7,2127,0.0
3,7,275,0.0
4,8,466,5.0
4,8,510,5.0
4,8,1516,5.0
3,8,1258,4.680314516623703
3,8,1732,4.384793089453519
5,8,515,4.1706469598902105
4,8,931,4.0
3,8,786,4.0
4,8,339,4.0
4,8,15,4.0
5,9,2374,5.0
5,9,1453,5.0
4,9,309,5.0
5,9,1781,5.0
4,9,513,5.0
5,9,31,4.791218539257032
5,9,1106,4.6749512972415985
4,9,1135,4.671993048065907
5,9,1148,4.6515105509865595
