rating,userId,movieId,prediction
3,0,708,4.006336622689671
5,0,2162,3.3072436536704277
5,0,0,3.0
4,0,574,2.9672994054986566
5,0,581,2.7831814261842545
4,0,2102,1.0
3,0,2483,0.0
4,0,740,0.0
4,0,1439,0.0
4,0,1727,0.0
3,1,737,4.2430266977736135
3,1,2426,4.14049119646629
4,1,702,3.0
3,1,1623,0.0
3,1,1273,0.0
3,1,1428,0.0
3,1,2296,0.0
3,1,1286,0.0
3,1,2674,0.0
2,1,2891,0.0
5,2,1167,5.0
3,2,1178,4.170544056218746
5,2,2162,4.0782130735479045
5,2,1007,3.8662359495008305
5,2,3318,3.832614177743196
2,2,1504,3.722413999417895
4,2,1900,3.358728503996135
2,2,1173,3.0
3,2,3622,3.0
4,2,101,2.9999999999999996
5,3,1774,4.304327917248728
4,3,971,4.186486987754677
5,3,1148,4.145339491603108
4,3,3460,3.73728668880482
4,3,2743,0.0
2,4,2078,4.0
4,4,367,3.88267073249851
4,4,1449,3.7697837323569674
2,4,5,3.696974408125004
3,4,1406,3.253922743160141
2,4,1516,1.0
3,4,1729,1.0
4,4,501,0.0
4,4,1569,0.0
2,4,398,0.0
4,5,859,3.9587174449050306
5,5,3177,3.0
4,5,3384,3.0
5,5,583,2.577881307212257
4,5,1441,2.5103008409989767
5,5,3510,2.1245321548933065
4,5,3341,2.0
4,5,3475,1.0
4,5,259,0.0
5,5,2859,0.0
5,6,3032,3.925039412134489
4,6,1445,3.878602732149606
5,6,339,3.8363567728275045
3,6,2891,3.8006518329528687
4,6,1575,3.7925801607710063
5,6,2160,3.7531608158601393
5,6,370,3.7096603605523013
4,7,0,4.426020504051283
4,7,3035,0.0
4,7,1658,0.0
4,7,259,0.0
4,7,223,0.0
4,7,1560,0.0
4,7,3295,0.0
3,7,1843,0.0
2,7,2127,0.0
3,7,275,0.0
4,8,466,5.0
4,8,510,5.0
4,8,1516,5.0
3,8,786,4.496529815624266
3,8,1258,4.396338995611234
5,8,576,4.23134577560109
3,8,1732,4.055562796879469
4,8,339,4.0
