rating,userId,movieId,prediction
3,0,708,4.278908140081618
4,0,574,3.200746347281026
5,0,2162,3.1532786537119826
5,0,581,3.0
5,0,0,3.0
3,0,2483,0.0
4,0,2102,0.0
4,0,740,0.0
4,0,1439,0.0
4,0,1727,0.0
3,1,2426,4.192974299642814
3,1,1623,0.0
3,1,1273,0.0
3,1,1428,0.0
3,1,2296,0.0
3,1,1286,0.0
3,1,737,0.0
3,1,2674,0.0
2,1,2891,0.0
4,1,358,0.0
5,2,1167,5.0
3,2,1178,4.1825579222477565
5,2,2162,4.165323122752294
5,2,1007,3.320768499207007
2,2,1504,3.2197815245685386
2,2,1173,3.0
3,2,3622,3.0
5,2,3318,2.499211029515693
2,2,3379,0.0
4,2,101,0.0
4,3,971,4.246930568490052
5,3,1148,4.245168947052313
5,3,1774,4.226396317053115
4,3,3460,0.0
4,3,2743,0.0
4,4,367,4.0
4,4,1449,3.677692203808088
3,4,1406,2.4673536260747393
2,4,1516,1.0
4,4,501,0.0
4,4,1569,0.0
2,4,398,0.0
2,4,5,0.0
1,4,2807,0.0
3,4,1506,0.0
4,5,859,4.641373287990976
5,5,3177,3.0
4,5,3384,3.0
4,5,1441,3.0
5,5,583,2.631286624138175
5,5,3510,2.20686887083841
4,5,3341,2.0
4,5,3475,1.0
4,5,259,0.0
5,5,2859,0.0
3,6,2891,4.0
5,6,370,3.961191041482496
5,6,3032,3.7017334292291006
4,6,1575,3.673519213532684
5,6,339,3.65068784157814
5,6,2160,3.627041521855758
4,6,1445,3.431954696655137
4,7,0,4.674584898306918
4,7,3035,0.0
4,7,1658,0.0
4,7,259,0.0
4,7,223,0.0
4,7,1560,0.0
4,7,3295,0.0
3,7,1843,0.0
2,7,2127,0.0
3,7,275,0.0
4,8,466,5.0
4,8,510,5.0
4,8,1516,5.0
3,8,786,4.496529815624266
3,8,1258,4.470136401013268
3,8,1732,4.461457309694136
5,8,576,4.0217141031600105
3,8,583,4.010512386906505
4,8,339,4.0
4,8,15,4.0
5,9,2374,5.0
5,9,1453,5.0
4,9,309,5.0
5,9,1781,5.0
4,9,513,5.0
5,9,1110,4.71777104154064
5,9,1025,4.6478699730275235
4,9,1050,4.645504498312192
5,9,31,4.59990109378612
5,9,581,4.515202001029212
2,10,2238,5.0
4,10,210,4.0
1,10,421,4.0
4,10,1613,3.8570061713717796
3,10,2142,3.7497943410160293
4,10,1584,3.51518109825996
4,10,2344,3.444636149987629
1,10,745,3.4248803201086395
4,10,2480,3.3442689568913337
3,10,224,3.2860813148071015
5,11,2599,5.0
3,11,1160,4.0
5,11,862,4.0
3,11,3133,4.0
3,11,1155,3.5253060938295766
3,12,3457,0.0
3,12,1934,0.0
4,12,1865,0.0
2,12,2221,0.0
2,12,1825,0.0
5,12,407,0.0
2,12,58,0.0
3,12,1126,0.0
3,12,307,0.0
3,12,2822,0.0
4,13,1135,4.379392126792113
1,13,593,4.208711611082706
5,13,287,4.0
5,13,1171,3.0
4,13,2526,0.0
4,14,1120,4.032415507425255
3,14,2438,4.0
4,14,253,3.98019461154905
4,14,1106,3.9723386181969342
5,14,3277,3.0000000000000004
3,14,3512,3.0
3,14,1384,0.0
4,14,1356,0.0
4,14,357,0.0
2,14,3023,0.0
5,15,2201,4.0
3,15,2775,3.6390715298465857
4,15,2384,3.0
3,15,2292,3.0
4,15,2519,3.0
3,15,2600,0.0
2,15,2496,0.0
4,16,737,5.0
4,16,1449,4.0
4,16,595,3.0000000000000004
3,16,2333,3.0
3,16,3045,3.0
4,16,1865,3.0
4,16,1924,3.0
4,16,2819,3.0
5,16,954,3.0
2,16,3397,3.0
4,17,1104,5.0
5,17,2651,5.0
5,17,1117,5.0
4,17,16,5.0
5,17,1780,5.0
1,17,1097,5.0
5,17,1782,5.0
5,17,1840,5.0
5,17,1096,5.0
3,17,1895,4.503241608525664
5,18,1125,5.0
3,18,2958,5.0
4,18,575,5.0
5,18,1183,5.0
5,18,1143,5.0
5,18,2651,4.90614908324279
5,18,1104,4.779052041726096
4,18,1066,4.593306342355294
4,18,107,4.523585130274325
4,18,309,4.521041979706166
4,19,3294,4.0
5,19,1406,3.798312894073019
5,19,3510,3.792513685475975
4,19,1148,3.0
4,19,1272,2.0
5,20,3503,0.0
1,20,582,0.0
3,20,2102,0.0
1,20,2201,0.0
4,20,2595,0.0
4,21,2944,4.999999999999999
4,21,1199,4.0645711590941795
4,21,1050,4.058923088037195
3,21,443,4.039250762762344
4,21,2012,4.0
2,21,1873,4.0
4,21,3294,4.0
4,21,1831,4.0
4,21,3456,4.0
4,21,1108,3.852282244957159
4,22,2557,4.0
3,22,107,4.0
5,22,971,4.0
4,22,15,4.0
5,22,1132,4.0
3,22,3165,4.0
5,22,2838,4.0
2,22,1537,3.563593044521405
3,22,1018,3.5628363564418355
4,22,1166,3.479875168999693
4,23,2488,5.0
4,23,1173,5.0
5,23,253,5.0
5,23,1003,5.0
4,23,3457,5.0
4,23,2438,5.0
5,23,802,5.0
4,23,1537,4.490384582760097
5,23,1108,4.21576562745417
4,23,1199,4.05369309049219
4,24,2131,4.370786939152063
2,24,2599,4.13819182274156
4,24,1563,4.0
3,24,106,4.0
2,24,574,3.6178224230202236
3,24,2958,3.5569797469571065
3,24,3508,3.537185519515217
