rating,userId,movieId,prediction
3,0,708,4.357469467479688
5,0,2162,3.2641960461663566
5,0,0,3.0
5,0,581,2.941994480568834
4,0,574,2.840115278795076
4,0,2102,1.0
3,0,2483,0.0
4,0,740,0.0
4,0,1439,0.0
4,0,1727,0.0
3,1,737,4.506325216731605
3,1,2426,4.107261881501483
4,1,702,3.0
3,1,1623,0.0
3,1,1273,0.0
3,1,1428,0.0
3,1,2296,0.0
3,1,1286,0.0
3,1,2674,0.0
2,1,2891,0.0
5,2,1167,5.0
3,2,1178,4.142120859511452
5,2,2162,4.0377527100832475
4,2,1900,3.9739394568705966
5,2,1007,3.81215520863617
2,2,1504,3.7118806112092404
5,2,3318,3.6636836629663123
2,2,1173,3.0
3,2,3622,3.0
2,2,3379,0.0
5,3,1774,4.281808804920622
5,3,1148,4.1993436189054
4,3,3460,4.192468064707732
4,3,971,4.165132995247405
4,3,2743,0.0
2,4,2078,4.0
4,4,367,3.776957759407965
4,4,1449,3.7697837323569674
2,4,5,3.279121972107423
3,4,1406,2.764172546698037
2,4,1516,1.0
3,4,1729,1.0
4,4,501,0.0
4,4,1569,0.0
2,4,398,0.0
4,5,859,3.954087075357743
5,5,3177,3.0
4,5,3384,3.0
4,5,1441,2.5103008409989767
5,5,583,2.3788537730148147
5,5,3510,2.073581959757118
4,5,3341,2.0
4,5,3475,1.0
4,5,259,0.0
5,5,2859,0.0
5,6,3032,3.925039412134489
5,6,339,3.8363567728275045
3,6,2891,3.8006518329528687
4,6,1575,3.7925801607710063
5,6,2160,3.7531608158601393
5,6,370,3.7096603605523013
4,6,1445,3.681603300229809
4,7,0,4.50415692707144
4,7,3035,0.0
4,7,1658,0.0
4,7,259,0.0
4,7,223,0.0
4,7,1560,0.0
4,7,3295,0.0
3,7,1843,0.0
2,7,2127,0.0
3,7,275,0.0
4,8,466,5.0
4,8,510,5.0
4,8,1516,5.0
3,8,786,4.496529815624266
3,8,1258,4.371989951632126
5,8,576,4.229876181222976
3,8,1732,4.061413568556644
4,8,339,4.0
4,8,15,4.0
5,8,515,3.6817666203096526
5,9,2374,5.0
5,9,1453,5.0
4,9,2757,5.0
5,9,2438,5.0
4,9,309,5.0
5,9,1781,5.0
4,9,513,5.0
4,9,1277,4.519767422615985
5,9,1148,4.395140818358814
4,9,1275,4.37372420523156
2,10,2238,5.0
4,10,1895,4.506803863698136
4,10,1613,4.03114813044219
4,10,210,4.0
1,10,421,4.0
4,10,2344,3.7829829852594865
3,10,2142,3.7497943410160293
4,10,1584,3.7334770041946825
4,10,2480,3.68723701984267
1,10,745,3.5587688123660994
5,11,2599,5.0
3,11,3133,4.318548874763153
3,11,1160,4.173248849029671
5,11,862,4.1641146902068344
3,11,1155,3.6664613915416226
3,12,2333,4.0
3,12,1934,2.9972968526940837
3,12,307,1.0
3,12,2277,1.0
3,12,1873,1.0
3,12,2439,1.0
3,12,1276,1.0
3,12,3457,0.0
4,12,1865,0.0
2,12,2221,0.0
4,13,1135,4.103153769492469
1,13,593,4.006821778618114
5,13,287,4.0
5,13,1171,2.998972992677671
4,13,2526,0.0
4,14,357,4.0
3,14,2438,4.0
4,14,1934,4.0
4,14,253,3.7953980328782726
4,14,1120,3.7614008190864077
4,14,1106,3.702223822646562
4,14,627,3.4685600989407073
5,14,3277,3.0000000000000004
3,14,3512,3.0
2,14,1199,2.921246746764724
5,15,2201,4.0
3,15,2775,3.5954471209264414
4,15,2384,3.0
3,15,2292,3.0
4,15,2519,3.0
3,15,2600,0.0
2,15,2496,0.0
4,16,1449,4.578174582062117
4,16,737,4.534951905686522
4,16,307,4.0493411525259715
5,16,1485,4.0
4,16,595,3.0000000000000004
3,16,2333,3.0
3,16,3045,3.0
4,16,2438,3.0
4,16,1865,3.0
5,16,1831,3.0
4,17,1104,5.0
5,17,2651,5.0
5,17,1780,5.0
1,17,1097,5.0
5,17,1096,5.0
4,17,16,4.764756312528085
5,17,1840,4.69115201035648
5,17,1117,4.528229326757504
5,17,1782,4.514666862242364
5,17,1154,4.503247486335885
5,18,1125,5.0
3,18,2958,5.0
4,18,575,5.0
5,18,1183,5.0
5,18,1143,5.0
5,18,2651,4.559354058493865
5,18,1104,4.509798530044257
2,18,2143,4.494186020199738
4,18,1066,4.339091974411656
4,18,309,4.327132045405642
4,19,3294,4.0
5,19,3510,3.833290882132315
5,19,1406,3.5632324628477496
4,19,1148,3.0
4,19,1272,2.0
5,20,3503,0.0
1,20,582,0.0
3,20,2102,0.0
1,20,2201,0.0
4,20,2595,0.0
4,21,2944,4.999999999999999
4,21,3294,4.029100225179311
3,21,1306,4.0
2,21,1873,4.0
4,21,1831,4.0
4,21,3456,4.0
4,21,1050,3.829443393607466
4,21,1199,3.714396800023897
4,21,1108,3.6568057228155153
3,21,443,3.6024189948011327
4,22,2557,4.0
3,22,107,4.0
5,22,971,4.0
4,22,15,4.0
5,22,1132,4.0
5,22,2838,4.0
3,22,1129,3.7832947339413003
3,22,843,3.6122210447114442
1,22,2440,3.499902210892888
3,22,1018,3.4347111550107776
4,23,2488,5.0
4,23,1173,5.0
5,23,253,5.0
5,23,1003,5.0
4,23,3457,5.0
4,23,2438,5.0
5,23,802,5.0
5,23,49,4.0
3,23,2426,4.0
4,23,2455,4.0
2,24,2599,4.1522020309815355
4,24,2131,4.150101502976716
4,24,1563,4.0
3,24,106,4.0
2,24,574,3.7293731851690404
3,24,2958,3.7116466304312943
3,24,3508,3.5134965581971906
4,24,1502,3.4685728918146435
4,24,2957,3.424402949613257
4,24,532,0.0
3,25,253,5.0
3,25,2825,5.0
5,25,1618,4.32043567819804
3,25,575,4.239946328478734
3,25,1774,4.101483352998483
2,25,2892,4.0
3,25,581,3.9798496508347494
3,25,370,3.909969512904989
3,25,3031,3.5297793519406677
3,25,354,3.5193010362534074
4,26,309,4.0
5,26,1170,3.9750264924253313
5,26,1117,3.487158267033138
3,26,1135,3.2747430203039065
5,26,847,3.2519404850780096
5,26,851,3.0972568165000682
4,26,1127,3.0
5,26,1108,3.0
5,26,1146,0.0
5,26,3236,0.0
3,27,1025,5.0
4,27,2651,5.0
5,27,851,4.625826290352383
5,27,513,4.537637437649891
3,27,466,4.3186647746298545
3,27,0,4.18925393467898
3,27,1993,4.0
3,27,1174,4.0
4,27,855,4.0
4,27,2739,3.537612161007728
3,28,2354,4.0
4,28,2213,3.978047770974008
2,28,1277,3.703709304297028
2,28,1258,3.6021798288022175
5,28,1934,3.5723338698167484
4,28,699,3.4126918114432887
3,28,1029,3.1184821312671396
3,28,1052,3.019235425424018
3,28,339,2.977013885008183
3,28,3032,2.9320820837653505
4,29,575,4.0
4,29,1173,3.7361980133567703
3,29,144,3.4209487634586693
4,29,2374,3.0
3,29,3036,0.0
4,29,2482,0.0
4,29,1126,0.0
4,29,3702,0.0
4,29,3320,0.0
4,30,2110,3.0
3,30,885,0.0
3,30,2663,0.0
3,30,1005,0.0
5,30,2814,0.0
3,30,2826,0.0
5,30,1048,0.0
3,30,2980,0.0
4,30,2214,0.0
4,30,2727,0.0
4,31,575,4.465655542136065
3,31,2708,4.420770584581371
3,31,443,4.364452491811333
4,31,460,4.006714760442475
5,31,2931,3.723171869867079
3,31,1546,0.0
3,31,1245,0.0
2,31,2502,0.0
3,31,1656,0.0
1,31,3060,0.0
2,32,1094,4.481557934217647
3,32,1139,4.375964057373745
3,32,3293,4.353402482471835
5,32,1260,4.0
4,32,1180,4.0
5,32,460,4.0
2,32,1281,4.0
3,32,2086,4.0
5,32,1581,4.0
2,32,2541,4.0
4,33,1575,4.02222531432236
3,33,1466,3.8580129950620865
3,33,370,3.812951999489081
1,33,1099,3.4970493033543515
4,33,343,3.340313005129539
5,33,583,3.1286135040674257
4,33,1366,3.0429162890382604
5,33,2231,3.0
3,33,1441,3.0
4,33,678,3.0
4,34,1066,5.0
4,34,850,5.0
5,34,1107,5.0
3,34,2469,5.0
5,34,2872,5.0
4,34,1120,4.601487815843132
5,34,908,4.437281016325929
4,34,849,4.315096501726531
2,34,1094,4.255870101621532
4,34,2488,4.21599481684201
5,35,1172,5.0
4,35,1191,5.0
4,35,1108,4.0
5,35,1200,4.0
4,35,1111,4.0
4,35,2743,4.0
5,35,3130,4.0
5,35,287,4.0
4,35,240,4.0
5,35,1174,4.0
4,36,1441,5.0
5,36,583,5.0
3,36,329,4.3408886496468195
5,36,1029,4.022522671457822
5,36,573,4.0
1,36,745,4.0
5,36,1016,4.0
5,36,1281,3.85390461512186
4,36,229,0.0
4,36,1348,0.0
4,37,354,4.211473553113304
4,37,574,4.096444909164277
5,37,1915,4.0
4,37,572,4.0
3,37,33,3.8815346950827756
4,37,2162,3.844701741861379
5,37,0,3.784037579456654
4,37,1281,3.6771087176176596
4,37,3177,3.6401284682935553
3,37,287,3.634842155419461
5,38,2203,5.0
3,38,2557,4.3361821459589915
5,38,2898,4.2249113565734335
5,38,2488,3.7876212690615207
5,38,2202,3.779476227591207
3,38,2959,3.5634315860402737
4,38,2495,3.562514145728869
4,38,3550,3.3144338380192875
4,38,2558,3.304235917678012
2,38,2865,3.148907946378814
4,39,346,4.356293891698121
4,39,737,4.0
3,39,1292,4.0
4,39,452,3.0
4,39,3175,0.0
3,39,2467,0.0
4,39,3388,0.0
4,39,2847,0.0
5,39,2095,0.0
4,39,3402,0.0
5,40,2557,3.948492402911077
3,40,3341,3.8094443558302493
3,40,2351,0.0
4,40,2514,0.0
5,40,1506,0.0
3,41,862,5.0
5,41,858,5.0
5,41,579,4.386206927179292
3,41,287,4.378438731938279
3,41,1212,4.352174793888155
4,41,513,4.352066841718481
4,41,309,4.332086317704035
4,41,2651,4.249235566449613
5,41,1173,4.179610831263673
4,41,2898,4.176830391241644
4,42,2651,4.216676139116605
5,42,2898,4.102882383565391
4,42,3550,4.0
3,42,2558,3.51778764786545
4,42,2750,0.0
3,43,851,5.000000000000001
4,43,699,5.0
3,43,370,5.0
3,43,859,5.0
4,43,2213,4.678481942761065
3,43,576,4.384567815659258
4,43,525,4.315872108857553
2,43,2757,4.0
2,43,1934,4.0
3,43,2277,4.0
1,44,101,4.0
1,44,2490,4.0
3,44,2420,4.0
3,44,2512,4.0
3,44,2871,3.99373024402036
3,44,1832,3.6446173105851383
2,44,147,3.488962381941681
3,44,1873,3.0
2,44,1928,3.0
2,44,2182,3.0
1,45,2426,3.3039027928604563
1,45,3132,3.2956051073049464
1,45,515,2.677638048090652
1,45,1187,0.0
1,45,794,0.0
1,45,1030,0.0
1,45,3435,0.0
1,45,2328,0.0
5,45,3054,0.0
4,46,1123,0.0
4,46,242,0.0
4,46,1769,0.0
5,46,16,0.0
4,46,33,0.0
4,47,842,4.0
4,47,852,4.0
3,47,3192,4.0
5,47,3134,4.0
5,47,3238,3.8738592100001483
3,47,3189,3.800552404285136
3,47,1537,3.7974901748781096
4,47,863,3.703746510665212
4,47,1129,3.602250494286509
3,47,1124,3.5885909981235504
4,48,1029,4.0
3,48,339,4.0
2,48,737,4.0
4,48,1114,4.0
4,48,1104,4.0
4,48,287,4.0
4,48,2651,4.0
4,48,1772,3.913303466709627
5,48,1160,3.7764346527626524
4,48,3133,3.7575405853754287
3,49,466,5.0
3,49,1420,3.2676112986481307
3,49,3341,3.0
3,49,3512,3.0
3,49,138,0.0
3,49,1954,0.0
2,49,758,0.0
4,49,3615,0.0
3,49,2051,0.0
3,50,10,4.0
4,50,1743,3.5093173402625495
3,50,2202,3.0
3,50,1398,0.0
3,50,338,0.0
4,50,38,0.0
3,50,1371,0.0
5,50,1715,0.0
5,51,3542,5.0
5,51,2501,4.25517874602898
4,51,3377,4.0
4,51,68,3.0
5,51,2651,3.0
3,51,3577,1.0
4,51,1428,0.0
4,51,827,0.0
4,51,2807,0.0
4,51,1028,0.0
4,52,3028,4.0
5,52,1179,4.0
3,52,1574,3.922703982796778
4,52,2078,3.9046339451581753
5,52,3186,3.8545046533467464
4,52,2013,3.843591841170812
4,52,1820,3.8370723227214025
5,52,578,3.505699275998064
4,52,3031,3.502621926378692
4,52,1502,3.4360469377901723
4,53,33,5.0
4,53,3189,4.772401696392393
4,53,1504,4.769055585016431
5,53,1007,4.763276971599272
5,53,2586,4.754973535158282
4,53,2823,4.494890049122708
5,53,3274,4.0
3,53,3190,0.0
3,54,1123,4.078569141140064
5,54,443,3.6694814672932425
4,54,144,3.5136183311690043
4,54,1618,3.486903932082566
5,54,346,3.4287130995850297
5,55,2898,5.0
5,55,2128,5.0
4,55,2501,5.0
5,55,574,4.6382388790430875
5,55,1504,4.051618463994513
4,55,1743,4.017582375710983
2,55,2202,3.0
1,55,992,0.0
3,55,2845,0.0
2,55,1666,0.0
4,56,1150,4.517269434999206
4,56,1108,4.247014464553741
4,56,1106,4.211093993345172
5,56,2599,4.060833304762046
5,56,1138,3.985079241389465
4,56,1018,3.959708391716906
4,56,1135,3.9080068642800025
4,56,1166,3.334757169319771
1,56,3618,0.0
1,56,3554,0.0
5,57,1959,4.0
4,57,1935,4.0
5,57,863,3.8749271083112937
3,57,1516,3.7210236075076653
4,57,2958,3.4250742432766064
4,57,2214,3.391692355021515
3,57,1453,3.098688142429971
4,57,2438,2.922098265842294
4,57,1297,2.80306414918581
4,57,737,2.4221976301279016
4,58,495,5.0
3,58,1175,5.0
4,58,593,5.0
4,58,1848,5.0
4,58,842,5.0
4,58,1192,4.6901821020922725
5,58,892,4.359655281695353
4,58,3130,4.317162606273248
4,58,1143,4.303066653318784
3,58,3134,4.1944311440460655
1,59,627,3.4806927526085736
5,59,1566,3.0
5,59,1492,2.498105009400561
4,59,1350,0.0
4,59,1466,0.0
5,59,340,0.0
1,59,3243,0.0
3,59,1712,0.0
3,59,1599,0.0
2,59,158,0.0
3,60,3582,0.0
4,60,3405,0.0
2,60,3509,0.0
1,60,3014,0.0
3,60,3327,0.0
1,60,3501,0.0
1,60,2973,0.0
1,60,3661,0.0
2,61,1124,3.4594266739907815
3,61,2338,1.0
4,61,2332,1.0
4,61,2438,1.0
4,61,2333,1.0
3,61,1272,1.0
3,61,2823,0.0
4,61,1005,0.0
4,61,3265,0.0
4,61,1003,0.0
5,62,1135,5.0
5,62,713,5.0
5,62,527,5.0
5,62,1770,4.0
3,62,2785,3.688740590224153
5,62,1545,3.611145267795572
2,62,3130,3.570602169237376
5,62,1305,3.283650874384827
