rating,userId,movieId,prediction
3,0,708,4.0
5,0,0,3.0
4,0,574,2.9999999999999996
5,0,2162,2.5918304611238954
5,0,581,0.0
3,0,2483,0.0
4,0,2102,0.0
4,0,740,0.0
4,0,1439,0.0
4,0,1727,0.0
3,1,2426,4.0
3,1,1623,0.0
3,1,1273,0.0
3,1,1428,0.0
3,1,2296,0.0
3,1,1286,0.0
3,1,737,0.0
3,1,2674,0.0
2,1,2891,0.0
4,1,358,0.0
5,2,1167,5.0
3,2,1178,4.4152590666396225
5,2,2162,3.513083782833508
2,2,1504,3.1577223472690195
2,2,1173,3.0
2,2,3379,0.0
5,2,1007,0.0
5,2,3318,0.0
4,2,101,0.0
3,2,3622,0.0
4,3,971,4.259835914484356
5,3,1148,4.2068939792218005
5,3,1774,4.0
4,3,3460,0.0
4,3,2743,0.0
4,4,1449,3.5423190891159337
4,4,501,0.0
4,4,1569,0.0
2,4,1516,0.0
2,4,398,0.0
2,4,5,0.0
1,4,2807,0.0
3,4,1506,0.0
1,4,3025,0.0
3,4,3243,0.0
4,5,859,4.495901908965822
5,5,3177,3.0
4,5,3384,3.0
5,5,3510,2.0022037652684577
4,5,3341,2.0
5,5,583,2.0
4,5,3475,1.0
4,5,259,0.0
5,5,2859,0.0
3,5,3275,0.0
5,6,370,3.6442974068558605
5,6,2160,3.0
4,6,1445,3.0
5,6,3032,3.0
5,6,339,3.0
4,6,1575,0.0
3,6,2891,0.0
4,7,0,4.477788252247121
4,7,3035,0.0
4,7,1658,0.0
4,7,259,0.0
4,7,223,0.0
4,7,1560,0.0
4,7,3295,0.0
3,7,1843,0.0
2,7,2127,0.0
3,7,275,0.0
4,8,466,5.0
4,8,510,5.0
4,8,1516,5.0
3,8,1258,4.540809724775803
3,8,1732,4.441779594470662
5,8,515,4.203447904421464
3,8,786,4.0
4,8,339,4.0
4,8,15,4.0
5,8,576,3.6718004344868036
5,9,31,5.000000000000001
5,9,2374,5.0
5,9,1453,5.0
4,9,1135,5.0
4,9,309,5.0
5,9,1781,5.0
4,9,513,5.0
